formula,gfa
Al85Fe3Ni12,0
Al85Fe5Ni10,0
Al86Fe3Ni11,0
Al86Fe4Ni10,0
Al86Fe7Ni7,0
Al87Fe6Ni7,0
Al89Fe4Ni7,0
Al89Fe6Ni5,0
Al89Fe7Ni4,0
Al89Fe9Ni2,0
Al90Fe1Ni9,0
Al91Fe1Ni8,0
Al91Fe2Ni7,0
Al91Fe3Ni6,0
Al91Fe6Ni3,0
Al92Fe5Ni3,0
Al100Fe0Ni0,0
Al84Fe6Ni10,0
Al84Fe8Ni8,0
Al86Fe6Ni8,0
Al86Fe10Ni4,0
Al86Fe12Ni2,0
Al0Fe80P20,1
Al3Fe80P17,1
Al5Fe85Si10,1
Al84Fe14Si2,0
Al85Fe8Si7,0
Al86Fe12Si2,0
Al88Fe10Si2,0
Al90Fe8Si2,0
Al52Fe23Si25,1
Al63Fe12Si25,1
Al2.5Fe65Tb32.5,1
Al7.5Fe61.7Tb30.8,1
Al0Fe66.7Tb33.3,0
Al15Fe56.7Tb28.3,0
Al0Fe90Zr10,1
Al0.018Fe89.982Zr10,1
Al0.036Fe89.964Zr10,1
Al0.054Fe89.946Zr10,1
Al0.09Fe89.91Zr10,1
Al22.5Fe67.5Zr10,1
Al15Fe15Zr70,1
Al8Ga16Mg76,1
Al12Ga12Mg76,1
Al18Ga36Mg46,1
Al8Ga2Mg90,0
Al8Ga3Mg89,0
Al9Ga2Mg89,0
Al65Gd15Ni20,1
Al70Gd10Ni20,1
Al70Gd15Ni15,1
Al74Gd10Ni16,1
Al75Gd10Ni15,1
Al78Gd12Ni10,1
Al80Gd5Ni15,1
Al80Gd10Ni10,1
Al81Gd9Ni10,1
Al83Gd5Ni12,1
Al83Gd7Ni10,1
Al83Gd9Ni8,1
Al84Gd10Ni6,1
Al85Gd5Ni10,1
Al85Gd8Ni7,1
Al85Gd9Ni6,1
Al85Gd10Ni5,1
Al87Gd5Ni8,1
Al87Gd7Ni6,1
Al88Gd12Ni0,1
Al90Gd5Ni5,1
Al90Gd10Ni0,1
Al92Gd8Ni0,1
Al75Gd15Ni10,0
Al60Gd20Ni20,0
Al70Gd20Ni10,0
Al75Gd5Ni20,0
Al80Gd15Ni5,0
Al85Gd15Ni0,0
Al94Gd6Ni0,0
Al25Gd55Ni20,1
Al0Gd56Si44,1
Al40Gd60Si0,1
Al45Gd55Si0,1
Al50Gd50Si0,1
Al55Gd45Si0,1
Al50Ge40Mn10,1
Al42Ge48Mn10,1
Al57Ge25Mn18,1
Al69Ge25Mn6,1
Al73Ge17Mn10,1
Al60Ge30Mn10,1
Al65Ge15Mn20,0
Al59Ge31Ni10,1
Al62Ge25Ni13,1
Al64Ge26Ni10,1
Al69Ge25Ni6,1
Al60Ge30Ni10,1
Al55Ge30V15,1
Al55Ge35V10,1
Al60Ge25V15,1
Al60Ge30V10,1
Al65Ge25V10,1
Al45Ge40V15,0
Al50Ge25V25,0
Al50Ge30V20,0
Al50Ge35V15,0
Al50Ge40V10,0
Al55Ge25V20,0
Al60Ge20V20,0
Al60Ge35V5,0
Al65Ge20V15,0
Al65Ge30V5,0
Al70Ge20V10,0
Al70Ge25V5,0
Al75Ge15V10,0
Al52Ge38V10,1
Al57Ge25V18,1
Al68Ge22V10,1
Al69Ge25V6,1
Al10Hf65Ni25,1
Al25La55Mn20,1
Al85La7.5Mo7.5,1
Al85La7.5Nb7.5,1
Al0La60Ni40,1
Al0La70Ni30,1
Al5La40Ni55,1
Al5La55Ni40,1
Al5La65Ni30,1
Al5La75Ni20,1
Al10La30Ni60,1
Al10La35Ni55,1
Al10La40Ni50,1
Al10La45Ni45,1
Al10La50Ni40,1
Al10La55Ni35,1
Al10La60Ni30,1
Al10La65Ni25,1
Al10La70Ni20,1
Al10La75Ni15,1
Al10La80Ni10,1
Al15La30Ni55,1
Al15La40Ni45,1
Al15La50Ni35,1
Al15La55Ni30,1
Al15La60Ni25,1
Al15La65Ni20,1
Al15La70Ni15,1
Al15La75Ni10,1
Al15La80Ni5,1
Al20La30Ni50,1
Al20La35Ni45,1
Al20La40Ni40,1
Al20La45Ni35,1
Al20La50Ni30,1
Al20La55Ni25,1
Al20La60Ni20,1
Al20La65Ni15,1
Al20La70Ni10,1
Al20La75Ni5,1
Al20La80Ni0,1
Al25La30Ni45,1
Al25La40Ni35,1
Al25La45Ni30,1
Al25La50Ni25,1
Al25La55Ni20,1
Al25La60Ni15,1
Al25La65Ni10,1
Al25La70Ni5,1
Al30La20Ni50,1
Al30La25Ni45,1
Al30La30Ni40,1
Al30La35Ni35,1
Al30La40Ni30,1
Al30La45Ni25,1
Al30La50Ni20,1
Al30La55Ni15,1
Al30La60Ni10,1
Al30La65Ni5,1
Al35La25Ni40,1
Al35La30Ni35,1
Al35La35Ni30,1
Al35La40Ni25,1
Al35La45Ni20,1
Al35La50Ni15,1
Al35La55Ni10,1
Al35La60Ni5,1
Al40La20Ni40,1
Al40La25Ni35,1
Al40La30Ni30,1
Al40La35Ni25,1
Al40La40Ni20,1
Al40La45Ni15,1
Al40La50Ni10,1
Al40La55Ni5,1
Al40La60Ni0,1
Al45La25Ni30,1
Al45La30Ni25,1
Al45La35Ni20,1
Al45La40Ni15,1
Al45La45Ni10,1
Al50La25Ni25,1
Al50La30Ni20,1
Al50La35Ni15,1
Al50La40Ni10,1
Al50La45Ni5,1
Al50La50Ni0,1
Al55La20Ni25,1
Al55La40Ni5,1
Al55La45Ni0,1
Al60La20Ni20,1
Al65La15Ni20,1
Al70La5Ni25,1
Al75La5Ni20,1
Al75La10Ni15,1
Al80La10Ni10,1
Al85La5Ni10,1
Al85La10Ni5,1
Al90La10Ni0,1
Al10La25Ni65,0
Al15La25Ni60,0
Al20La20Ni60,0
Al40La15Ni45,0
Al50La15Ni35,0
Al55La30Ni15,0
Al90La5Ni5,0
Al0La30Ni70,0
Al0La40Ni60,0
Al0La50Ni50,0
Al0La80Ni20,0
Al0La90Ni10,0
Al10La10Ni80,0
Al10La20Ni70,0
Al10La90Ni0,0
Al20La10Ni70,0
Al30La10Ni60,0
Al30La15Ni55,0
Al40La10Ni50,0
Al50La10Ni40,0
Al55La35Ni10,0
Al60La10Ni30,0
Al60La30Ni10,0
Al60La40Ni0,0
Al65La25Ni10,0
Al65La30Ni5,0
Al70La15Ni15,0
Al70La20Ni10,0
Al70La25Ni5,0
Al70La30Ni0,0
Al75La15Ni10,0
Al80La15Ni5,0
Al80La20Ni0,0
Al25La20Ni55,1
Al30La70Ni0,1
Al50La20Ni30,1
Al84La10Ni6,1
Al88La10Ni2,1
Al91La7Ni2,1
Al85La6Ni9,1
Al88La7Ni5,1
Al0La48Ni52,1
Al0La80Ni20,1
Al1La49Ni50,1
Al1La81Ni18,1
Al2La39Ni59,1
Al2La40Ni58,1
Al2La42Ni56,1
Al2La44Ni54,1
Al2La82Ni16,1
Al3La83Ni14,1
Al4La36Ni60,1
Al5La83Ni12,1
Al5La85Ni10,1
Al6La30Ni64,1
Al6La32Ni62,1
Al6La86Ni8,1
Al8La86Ni6,1
Al9La27Ni64,1
Al10La86Ni4,1
Al11La27Ni62,1
Al11La87Ni2,1
Al13La87Ni0,1
Al15La26Ni59,1
Al17La24Ni59,1
Al19La22Ni59,1
Al21La20Ni59,1
Al24La18Ni58,1
Al26La18Ni56,1
Al28La18Ni54,1
Al30La18Ni52,1
Al32La18Ni50,1
Al34La18Ni48,1
Al36La18Ni46,1
Al38La18Ni44,1
Al40La18Ni42,1
Al42La18Ni40,1
Al44La18Ni38,1
Al46La18Ni36,1
Al48La18Ni34,1
Al50La18Ni32,1
Al53La30Ni17,1
Al53La32Ni15,1
Al53La34Ni13,1
Al53La36Ni11,1
Al53La37Ni10,1
Al54La16Ni30,1
Al55La28Ni17,1
Al55La37Ni8,1
Al56La16Ni28,1
Al56La40Ni4,1
Al56La42Ni2,1
Al57La26Ni17,1
Al57La37Ni6,1
Al57La43Ni0,1
Al58La14Ni28,1
Al59La24Ni17,1
Al60La12Ni28,1
Al61La22Ni17,1
Al62La10Ni28,1
Al63La20Ni17,1
Al64La8Ni28,1
Al65La18Ni17,1
Al66La6Ni28,1
Al67La16Ni17,1
Al68La4Ni28,1
Al69La14Ni17,1
Al71La13Ni16,1
Al72La2Ni26,1
Al73La13Ni14,1
Al74La2Ni24,1
Al75La13Ni12,1
Al76La2Ni22,1
Al77La13Ni10,1
Al78La2Ni20,1
Al79La13Ni8,1
Al80La2Ni18,1
Al81La13Ni6,1
Al82La2Ni16,1
Al83La13Ni4,1
Al84La2Ni14,1
Al85La13Ni2,1
Al86La2Ni12,1
Al86La14Ni0,1
Al87La5Ni8,1
Al88La2Ni10,1
Al88La6Ni6,1
Al89La7Ni4,1
Al90La8Ni2,1
Al92La8Ni0,1
Al91La5Ni4,1
Al25La55Pt20,1
Al25La55Zn20,1
Al85La7.5Zr7.5,1
Al42Mg44Pd14,0
Al46Mg40Pd14,0
Al48Mg22Pd30,0
Al50Mg36Pd14,0
Al52Mg18Pd30,0
Al54Mg32Pd14,0
Al53Mg21Pd26,1
Al71Mg17Pd12,1
Al50Mg25Pd25,0
Al43Mg44Pd13,0
Al52Mg17Pd31,0
Al55Mg15Pd30,0
Al74Mg5Pd21,0
Al0Mg60Zn40,1
Al0Mg65Zn35,1
Al0Mg70Zn30,1
Al0Mg75Zn25,1
Al5Mg50Zn45,1
Al5Mg60Zn35,1
Al5Mg65Zn30,1
Al5Mg70Zn25,1
Al5Mg75Zn20,1
Al10Mg65Zn25,1
Al10Mg70Zn20,1
Al10Mg75Zn15,1
Al0Mg55Zn45,0
Al0Mg80Zn20,0
Al0Mg85Zn15,0
Al5Mg80Zn15,0
Al10Mg80Zn10,0
Al15Mg70Zn15,0
Al15Mg75Zn10,0
Al15Mg80Zn5,0
Al20Mg70Zn10,0
Al10Mg40Zn50,0
Al10Mg50Zn40,0
Al10Mg60Zn30,0
Al20Mg40Zn40,0
Al20Mg50Zn30,0
Al20Mg60Zn20,0
Al30Mg40Zn30,0
Al30Mg50Zn20,0
Al40Mg40Zn20,0
Al50Mg40Zn10,0
Al0Mg90Zn10,0
Al0Mg95Zn5,0
Al5Mg85Zn10,0
Al5Mg90Zn5,0
Al10Mg85Zn5,0
Al30Mg60Zn10,0
Al40Mg50Zn10,0
Al86.5Mn1Ni12.5,1
Al86.5Mn2Ni11.5,1
Al87Mn1Ni12,1
Al87Mn2Ni11,1
Al87Mn2.5Ni10.5,1
Al87.5Mn0.5Ni12,1
Al88Mn1Ni11,1
Al88Mn2Ni10,1
Al82Mn6Ni12,0
Al83Mn4Ni13,0
Al84Mn4Ni12,0
Al84Mn6Ni10,0
Al85Mn2Ni13,0
Al85Mn7Ni8,0
Al86Mn0Ni14,0
Al86Mn4Ni10,0
Al86Mn6Ni8,0
Al86Mn8Ni6,0
Al88Mn0Ni12,0
Al88Mn2Ni10,0
Al88Mn4Ni8,0
Al88Mn6Ni6,0
Al89Mn2Ni9,0
Al90Mn0Ni10,0
Al90Mn2Ni8,0
Al90Mn4Ni6,0
Al90Mn6Ni4,0
Al92Mn0Ni8,0
Al92Mn2Ni6,0
Al92Mn4Ni4,0
Al92Mn6Ni2,0
Al94Mn2Ni4,0
Al94Mn4Ni2,0
Al94Mn0Ni6,0
Al94Mn6Ni0,0
Al96Mn0Ni4,0
Al96Mn2Ni2,0
Al96Mn4Ni0,0
Al98Mn0Ni2,0
Al98Mn2Ni0,0
Al100Mn0Ni0,0
Al80Mn6Ni14,0
Al80Mn8Ni12,0
Al82Mn4Ni14,0
Al82Mn8Ni10,0
Al84Mn2Ni14,0
Al84Mn8Ni8,0
Al88Mn8Ni4,0
Al90Mn8Ni2,0
Al92Mn8Ni0,0
Al80Mn15Ni5,0
Al45Mn20Si35,1
Al50Mn15Si35,1
Al50Mn20Si30,1
Al55Mn10Si35,1
Al55Mn15Si30,1
Al55Mn20Si25,1
Al60Mn10Si30,1
Al60Mn15Si25,1
Al65Mn10Si25,1
Al65Mn15Si20,1
Al40Mn25Si35,0
Al45Mn15Si40,0
Al50Mn25Si25,0
Al60Mn5Si35,0
Al70Mn5Si25,0
Al60Mn20Si20,0
Al65Mn20Si15,0
Al66Mn14Si20,1
Al76.6Mn17.4Si6,0
Al78.6Mn17.4Si4,0
Al66.6Mn17.4Si16,0
Al68.6Mn17.4Si14,0
Al70.6Mn17.4Si12,0
Al72.5Mn17.4Si10.1,0
Al74.6Mn17.4Si8,0
Al53Mn20Si27,1
Al15Mn15Zr70,1
Al65Mo5Ni30,1
Al70Mo5Ni25,1
Al70Mo10Ni20,1
Al75Mo5Ni20,1
Al75Mo10Ni15,1
Al80Mo5Ni15,1
Al85Mo3Ni12,1
Al85Mo5Ni10,1
Al65Nd15Ni20,1
Al70Nd10Ni20,1
Al70Nd15Ni15,1
Al74Nd10Ni16,1
Al75Nd10Ni15,1
Al75Nd15Ni10,1
Al79Nd10Ni11,1
Al80Nd5Ni15,1
Al80Nd10Ni10,1
Al81Nd9Ni10,1
Al83Nd7Ni10,1
Al83Nd9Ni8,1
Al84Nd10Ni6,1
Al85Nd5Ni10,1
Al85Nd7Ni8,1
Al85Nd9Ni6,1
Al85Nd10Ni5,1
Al86Nd14Ni0,1
Al87Nd5Ni8,1
Al87Nd7Ni6,1
Al88Nd10Ni2,1
Al88Nd12Ni0,1
Al90Nd5Ni5,1
Al90Nd10Ni0,1
Al92Nd8Ni0,1
Al80Nd15Ni5,0
Al65Nd20Ni15,0
Al70Nd20Ni10,0
Al75Nd5Ni20,0
Al75Nd20Ni5,0
Al94Nd6Ni0,0
Al25Nd55Ni20,1
Al80Nd2Ni18,1
Al80Nd4Ni16,1
Al80Nd8Ni12,1
Al80Nd12Ni8,1
Al82Nd2Ni16,1
Al82Nd4Ni14,1
Al82Nd6Ni12,1
Al82Nd8Ni10,1
Al82Nd10Ni8,1
Al84Nd1Ni15,1
Al84Nd2Ni14,1
Al84Nd4Ni12,1
Al84Nd6Ni10,1
Al84Nd8Ni8,1
Al84Nd12Ni4,1
Al85Nd2Ni13,1
Al86Nd1Ni13,1
Al86Nd2Ni12,1
Al86Nd4Ni10,1
Al86Nd6Ni8,1
Al86Nd8Ni6,1
Al86Nd10Ni4,1
Al88Nd1Ni11,1
Al88Nd2Ni10,1
Al88Nd4Ni8,1
Al88Nd6Ni6,1
Al88Nd8Ni4,1
Al90Nd2Ni8,1
Al90Nd3Ni7,1
Al90Nd4Ni6,1
Al90Nd6Ni4,1
Al90Nd8Ni2,1
Al86Nd14Ni0,0
Al90Nd1Ni9,0
Al92Nd2Ni6,0
Al92Nd4Ni4,0
Al92Nd6Ni2,0
Al94Nd4Ni2,0
Al96Nd4Ni0,0
Al98Nd2Ni0,0
Al94Nd2Ni4,0
Al96Nd2Ni2,0
Al52Ni23Si25,1
Al66Ni10Si24,1
Al71Ni4Si25,1
Al79Ni10Si11,1
Al65Ni15Si20,1
Al65Ni16Si19,1
Al65Ni17.5Si17.5,1
Al66.5Ni15Si18.5,1
Al67.5Ni15Si17.5,1
Al70Ni13Si17,1
Al70Ni15Si15,1
Al65Ni15Sm20,1
Al70Ni10Sm20,1
Al70Ni15Sm15,1
Al70Ni20Sm10,1
Al75Ni10Sm15,1
Al75Ni15Sm10,1
Al78Ni10Sm12,1
Al80Ni5Sm15,1
Al80Ni10Sm10,1
Al80Ni15Sm5,1
Al81Ni10Sm9,1
Al83Ni8Sm9,1
Al83Ni10Sm7,1
Al84Ni0Sm16,1
Al85Ni5Sm10,1
Al85Ni6Sm9,1
Al85Ni8Sm7,1
Al85Ni10Sm5,1
Al86Ni0Sm14,1
Al87Ni6Sm7,1
Al87Ni8Sm5,1
Al88Ni0Sm12,1
Al89Ni1Sm10,1
Al90Ni0Sm10,1
Al90Ni5Sm5,1
Al92Ni0Sm8,1
Al75Ni5Sm20,0
Al75Ni20Sm5,0
Al82Ni0Sm18,0
Al94Ni0Sm6,0
Al25Ni20Sm55,1
Al0Ni30Ti70,1
Al0Ni33Ti67,1
Al0Ni40Ti60,1
Al10Ni30Ti60,1
Al10Ni40Ti50,1
Al20Ni20Ti60,1
Al20Ni30Ti50,1
Al20Ni40Ti40,1
Al25Ni25Ti50,1
Al25Ni35Ti40,1
Al0Ni50Ti50,0
Al0Ni55Ti45,0
Al5Ni50Ti45,0
Al10Ni45Ti45,0
Al0Ni75Ti25,0
Al10Ni70Ti20,0
Al31Ni50Ti19,0
Al40Ni50Ti10,0
Al10Ni36Ti54,1
Al20Ni32Ti48,1
Al30Ni28Ti42,1
Al10Ni25Ti65,1
Al15Ni25Ti60,1
Al94.1Ni0Ti5.9,0
Al95.8Ni0.7Ti3.5,0
Al97.1Ni0Ti2.9,0
Al98.9Ni0Ti1.1,0
Al50Ni30Y20,1
Al55Ni25Y20,1
Al60Ni20Y20,1
Al60Ni25Y15,1
Al65Ni20Y15,1
Al70Ni20Y10,1
Al75Ni10Y15,1
Al80Ni10Y10,1
Al80Ni15Y5,1
Al82Ni5Y13,1
Al82Ni8Y10,1
Al85Ni0Y15,1
Al85Ni5Y10,1
Al85Ni10Y5,1
Al86Ni0Y14,1
Al87Ni0Y13,1
Al87Ni3Y10,1
Al87Ni5Y8,1
Al87Ni10Y3,1
Al88Ni0Y12,1
Al89Ni0Y11,1
Al90Ni0Y10,1
Al90Ni5Y5,1
Al91Ni0Y9,1
Al92Ni0Y8,1
Al80Ni5Y15,0
Al90Ni5Y5,0
Al70Ni10Y20,0
Al86Ni0Y14,0
Al90Ni10Y0,0
Al92Ni0Y8,0
Al70Ni15Y15,1
Al75Ni15Y10,1
Al78Ni15Y7,1
Al88Ni10Y2,1
Al65Ni15Y20,0
Al70Ni20Y10,0
Al75Ni5Y20,0
Al75Ni20Y5,0
Al88Ni9Y3,1
Al25Ni20Y55,1
Al60Ni30Zr10,1
Al65Ni20Zr15,1
Al70Ni20Zr10,1
Al80Ni15Zr5,1
Al82Ni13Zr5,1
Al83Ni10Zr7,1
Al84Ni10Zr6,1
Al85Ni10Zr5,1
Al86Ni9Zr5,1
Al86Ni10Zr4,1
Al87Ni10Zr3,1
Al70Ni15Zr15,0
Al70Ni25Zr5,0
Al82Ni10Zr8,0
Al83Ni15Zr2,0
Al87.5Ni7.5Zr5,0
Al88Ni10Zr2,0
Al55Ni30Zr15,0
Al60Ni20Zr20,0
Al0Ni36Zr64,1
Al5Ni34.2Zr60.8,1
Al10Ni32.4Zr57.6,1
Al15Ni30.6Zr54.4,1
Al20Ni28.8Zr51.2,1
Al25Ni27Zr48,1
Al0Ni20Zr80,1
Al0Ni30Zr70,1
Al0Ni40Zr60,1
Al0Ni50Zr50,1
Al0Ni60Zr40,1
Al0Ni65Zr35,1
Al5Ni15Zr80,1
Al5Ni20Zr75,1
Al5Ni25Zr70,1
Al5Ni30Zr65,1
Al5Ni35Zr60,1
Al5Ni40Zr55,1
Al5Ni45Zr50,1
Al5Ni50Zr45,1
Al5Ni55Zr40,1
Al5Ni60Zr35,1
Al5Ni65Zr30,1
Al10Ni10Zr80,1
Al10Ni15Zr75,1
Al10Ni20Zr70,1
Al10Ni25Zr65,1
Al10Ni30Zr60,1
Al10Ni35Zr55,1
Al10Ni40Zr50,1
Al10Ni50Zr40,1
Al10Ni55Zr35,1
Al10Ni60Zr30,1
Al15Ni5Zr80,1
Al15Ni10Zr75,1
Al15Ni15Zr70,1
Al15Ni20Zr65,1
Al15Ni25Zr60,1
Al15Ni30Zr55,1
Al15Ni35Zr50,1
Al15Ni40Zr45,1
Al15Ni45Zr40,1
Al15Ni50Zr35,1
Al15Ni55Zr30,1
Al20Ni10Zr70,1
Al20Ni15Zr65,1
Al20Ni20Zr60,1
Al20Ni25Zr55,1
Al20Ni30Zr50,1
Al20Ni35Zr45,1
Al20Ni40Zr40,1
Al20Ni45Zr35,1
Al20Ni50Zr30,1
Al25Ni5Zr70,1
Al25Ni10Zr65,1
Al25Ni15Zr60,1
Al25Ni20Zr55,1
Al25Ni25Zr50,1
Al25Ni30Zr45,1
Al25Ni35Zr40,1
Al25Ni40Zr35,1
Al25Ni45Zr30,1
Al30Ni15Zr55,1
Al30Ni20Zr50,1
Al30Ni25Zr45,1
Al30Ni30Zr40,1
Al30Ni35Zr35,1
Al30Ni40Zr30,1
Al35Ni20Zr45,1
Al35Ni35Zr30,1
Al45Ni10Zr45,1
Al60Ni20Zr20,1
Al5Ni85Zr10,0
Al5Ni10Zr85,0
Al10Ni5Zr85,0
Al10Ni70Zr20,0
Al10Ni80Zr10,0
Al20Ni0Zr80,0
Al20Ni60Zr20,0
Al20Ni70Zr10,0
Al25Ni0Zr75,0
Al30Ni0Zr70,0
Al30Ni10Zr60,0
Al30Ni50Zr20,0
Al30Ni60Zr10,0
Al35Ni5Zr60,0
Al40Ni10Zr50,0
Al40Ni20Zr40,0
Al40Ni30Zr30,0
Al40Ni40Zr20,0
Al40Ni50Zr10,0
Al50Ni10Zr40,0
Al50Ni20Zr30,0
Al50Ni30Zr20,0
Al50Ni40Zr10,0
Al60Ni10Zr30,0
Al70Ni10Zr20,0
Al70Ni30Zr0,0
Al80Ni10Zr10,0
Al80Ni20Zr0,0
Al90Ni5Zr5,0
Al90Ni10Zr0,0
Al0Ni18Zr82,1
Al0Ni68Zr32,1
Al1Ni16Zr83,1
Al2Ni14Zr84,1
Al2Ni66Zr32,1
Al4Ni12Zr84,1
Al5Ni10Zr85,1
Al6Ni64Zr30,1
Al8Ni8Zr84,1
Al9Ni62Zr29,1
Al11Ni6Zr83,1
Al11Ni60Zr29,1
Al13Ni58Zr29,1
Al14Ni4Zr82,1
Al16Ni56Zr28,1
Al18Ni2Zr80,1
Al18Ni54Zr28,1
Al20Ni2Zr78,1
Al20Ni52Zr28,1
Al22Ni2Zr76,1
Al22Ni50Zr28,1
Al24Ni2Zr74,1
Al24Ni48Zr28,1
Al26Ni4Zr70,1
Al26Ni8Zr66,1
Al26Ni46Zr28,1
Al27Ni6Zr67,1
Al27Ni10Zr63,1
Al28Ni12Zr60,1
Al28Ni44Zr28,1
Al30Ni14Zr56,1
Al30Ni42Zr28,1
Al32Ni16Zr52,1
Al32Ni20Zr48,1
Al32Ni40Zr28,1
Al33Ni22Zr45,1
Al33Ni38Zr29,1
Al34Ni20Zr46,1
Al34Ni24Zr42,1
Al34Ni34Zr32,1
Al34Ni36Zr30,1
Al35Ni26Zr39,1
Al35Ni32Zr33,1
Al36Ni28Zr36,1
Al36Ni30Zr34,1
Al57Ni26Zr17,1
Al57Ni28Zr15,1
Al57Ni30Zr13,1
Al57Ni32Zr11,1
Al58Ni32Zr10,1
Al59Ni24Zr17,1
Al59Ni32Zr9,1
Al60Ni22Zr18,1
Al62Ni20Zr18,1
Al62Ni30Zr8,1
Al64Ni28Zr8,1
Al65Ni18Zr17,1
Al66Ni26Zr8,1
Al68Ni24Zr8,1
Al70Ni16Zr14,1
Al70Ni22Zr8,1
Al73Ni20Zr7,1
Al74Ni14Zr12,1
Al76Ni18Zr6,1
Al78Ni12Zr10,1
Al79Ni16Zr5,1
Al81Ni10Zr9,1
Al82Ni14Zr4,1
Al84Ni8Zr8,1
Al86Ni12Zr2,1
Al88Ni7Zr5,1
Al88Ni10Zr2,1
Al89Ni9Zr2,1
Al0Ni90Zr10,1
Al2Ni88Zr10,1
Al5Ni85Zr10,1
Al0Ni90Zr10,0
Al15Ni75Zr10,0
Al0Si13Zr87,1
Al0Si15Zr85,1
Al0Si17Zr83,1
Al8Si7Zr85,1
Au22.5B10Er67.5,1
Au22.5B10Gd67.5,1
Au25B0Gd75,1
Au18B10Pr72,1
Au22.5B10Pr67.5,1
Al22.5B10Tb67.5,1
Al25B0Tb75,1
Au22.75Cu68.25La9,1
Au44.5Cu44.5La11,1
Au45Cu45La10,1
Au45.5Cu45.5La9,1
Au54.6Cu36.4La9,1
Au0Cu30Mg70,1
Au1Cu29Mg70,1
Au3Cu27Mg70,1
Au9Cu21Mg70,1
Au76.89Ge13.66Si9.45,1
Au77Ge14Si9,1
Au53.2Pb27.5Sb19.3,1
Au55Pb22.5Sb22.5,1
Au0Pd79Si21,1
Au0Pd80Si20,1
Au0Pd82Si18,1
Au0Pd84Si16,1
Au0Pd85Si15,1
Au3.5Pd80Si16.5,1
Au3.5Pd80.5Si16,1
Au4Pd75Si21,1
Au4Pd76Si20,1
Au4Pd78Si18,1
Au4Pd79Si17,1
Au4Pd81Si15,1
Au6Pd78Si16,1
Au7Pd73Si20,1
Au9Pd75Si16,1
Au12Pd68Si20,1
Au12Pd71Si17,1
Au66Pd16Si18,1
Au7.5Pd76Si16.5,1
Au4Pd79.5Si16.5,1
Au1.7Pd81.8Si16.5,1
Au4.2Pd79.3Si16.5,1
Au6.7Pd76.8Si16.5,1
Au10Pd73.5Si16.5,1
Au12.5Pd71Si16.5,1
Au15Pd68.5Si16.5,1
Au20.9Pd62.6Si16.5,0
Au0Pd83.5Si16.5,1
Au1Pd81Si18,1
Au2Pd80Si18,1
Au2Pd81.5Si16.5,1
Au3Pd79Si18,1
Au3Pd80.5Si16.5,1
Au5Pd78.5Si16.5,1
Au6Pd76Si18,1
Au6Pd77.5Si16.5,1
Au7Pd76.5Si16.5,1
Au10Pd72Si18,1
Au8Pd74Si18,1
Au5Pd77Si18,1
Au7Pd75Si18,1
B10Be20Fe70,1
B20Be0Fe80,1
B12C12Co76,1
B16C4Co80,1
B16C8Co76,1
B16C12Co72,1
B17C0Co83,1
B20C4Co76,1
B20C8Co72,1
B20C12Co68,1
B20C16Co64,1
B20C20Co60,1
B24C4Co72,1
B24C8Co68,1
B24C12Co64,1
B24C16Co60,1
B24C20Co56,1
B28C4Co68,1
B28C8Co64,1
B28C12Co60,1
B28C16Co56,1
B29C0Co71,1
B32C2Co66,1
B32C4Co64,1
B32C8Co60,1
B32C12Co56,1
B32C16Co52,1
B35C0Co65,1
B36C2Co62,1
B36C4Co60,1
B41C0Co59,1
B8C12Co80,0
B12C4Co84,0
B12C8Co80,0
B12C16Co72,0
B16C16Co68,0
B16C20Co64,0
B28C20Co52,0
B40C2Co58,0
B8C4Co88,0
B8C8Co84,0
B15C0Co85,0
B30C0Co70,0
B32C20Co48,0
B34C0Co66,0
B36C8Co56,0
B36C12Co52,0
B36C16Co48,0
B7C7Fe86,1
B8C7Fe85,1
B8C9Fe83,1
B9C9Fe82,1
B10C5Fe85,1
B10C7Fe83,1
B10C9Fe81,1
B11C5Fe84,1
B11C7Fe82,1
B11C9Fe80,1
B12C3Fe85,1
B12C5Fe83,1
B12C7Fe81,1
B12C9Fe79,1
B14C3Fe83,1
B14C5Fe81,1
B14C7Fe79,1
B15C5Fe80,1
B16C3Fe81,1
B17C5Fe78,1
B18C3Fe79,1
B9C11Fe80,1
B13C7Fe80,1
B16C4Fe80,1
B17C3Fe80,1
B10C10Fe80,1
B20C0Fe80,1
B18C2Fe80,1
B19C0Fe81,1
B14C5Ni81,1
B16C2Ni82,1
B16C4Ni80,1
B16C6Ni78,1
B16C8Ni76,1
B16C10Ni74,1
B18C12Ni70,1
B18C16Ni66,1
B20C2Ni78,1
B20C12Ni68,1
B20C16Ni64,1
B22C10Ni68,1
B22C12Ni66,1
B22C14Ni64,1
B22C18Ni60,1
B24C8Ni68,1
B26C6Ni68,1
B26C12Ni62,1
B26C14Ni60,1
B28C0Ni72,1
B28C2Ni70,1
B28C4Ni68,1
B28C6Ni66,1
B28C8Ni64,1
B28C10Ni62,1
B28C16Ni56,1
B30C12Ni58,1
B34C0Ni66,1
B34C6Ni60,1
B34C10Ni56,1
B34C12Ni54,1
B34C14Ni52,1
B38C0Ni62,1
B38C6Ni56,1
B38C10Ni52,1
B38C12Ni50,1
B38C14Ni48,1
B40C2Ni58,1
B40C8Ni52,1
B42C0Ni58,1
B42C2Ni56,1
B42C8Ni50,1
B42C10Ni48,1
